uri,key,query
http://cache.yahoofs.jp/search/cache?c=XQEWneEhysgJ&p=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3+%e9%a8%92%e3%81%8c%e3%81%97%e3%81%84%e3%81%ae%e8%8b%a6%e6%89%8b&u=https://tgws.plus/anpandb/baikinman,p,アンパンマン 騒がしいの苦手
http://cache.yahoofs.jp/search/cache?c=pI5Y_9rHgEIJ&p=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3%e3%81%a8%e3%82%b5%e3%83%b3%e3%82%bf%e3%81%ae%e6%89%8b%e7%b4%99&u=https://tgws.plus/anpandb/tv-xmas2014,p,アンパンマンとサンタの手紙
http://cgi.search.biglobe.ne.jp/cgi-bin/search2-b?search=%e6%a4%9c%e7%b4%a2&web_s.x=1&q=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3DB&bt01=%e6%a4%9c%e7%b4%a2,q,アンパンマンDB
http://cgi.search.biglobe.ne.jp/cgi-bin/search_bl_top?q=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3db&sub=%e6%a4%9c%e7%b4%a2&ie=utf8&num=10&start=0&ocgxa=0610,q,アンパンマンdb
http://cgi2.nintendo.co.jp/gsearch/search.html?l=ja&c=JP&p=%e3%83%89%e3%83%ad%e3%83%b3%e3%82%ac,p,ドロンガ
http://cn.bing.com/search?pc=cosp&ptag=A91255CDCDA&conlogo=CT3210127&q=%e3%82%b5%e3%82%af%e3%81%95%e3%82%93,q,サクさん
http://cn.bing.com/search?q=%e3%82%af%e3%83%aa%e3%81%a1%e3%82%83%e3%82%93&qs=n&form=QBRE&pq=%e3%82%af%e3%83%aa%e3%81%a1%e3%82%83%e3%82%93&sc=0-5&sp=-1&sk=&cvid=D1F4BE2FD494403897440E35F02656F7,q,クリちゃん
http://decomailer.awalker.jp/websearch.php?q=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3%e3%82%ad%e3%83%a3%e3%83%a9,q,アンパンマンキャラ
http://decomailer.awalker.jp/websearch.php?q=%e3%82%af%e3%83%aa%e3%83%bc%e3%83%a0%e3%82%b7%e3%83%81%e3%83%a5%e3%83%bc%e3%81%8a%e3%81%b0%e3%81%95%e3%82%93+%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3,q,クリームシチューおばさん アンパンマン
http://docomo.ne.jp/cp/as-rslt.cgi?pno=1&key=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3%e3%80%81%e6%bf%a1%e3%82%8c%e3%81%9f%e9%a1%94&sid=000,key,アンパンマン、濡れた顔
http://docomo.ne.jp/cp/as-rslt.cgi?pno=1&key=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3+%e3%83%90%e3%83%aa%e3%82%a8%e3%83%bc%e3%82%b7%e3%83%a7%e3%83%b3&sid=B01,key,アンパンマン バリエーション
http://ecnavi.jp/m/spsearch/?Keywords=%e3%83%91%e3%82%b9%e3%82%bf%e3%81%8a%e3%81%b0%e3%81%95%e3%82%93,Keywords,パスタおばさん
http://ecnavi.jp/search/bar/?Keywords=%e3%83%a1%e3%83%ad%e3%83%b3%e3%83%91%e3%83%b3%e3%81%aa+%e3%83%91%e3%83%b3%e3%83%81,Keywords,メロンパンな パンチ
http://eonet.jp/search.html?q=%e3%81%9d%e3%82%8c%e3%81%84%e3%81%91%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3%e7%84%a1%e6%96%99%e7%94%bb%e5%83%8f,q,それいけアンパンマン無料画像
http://eonet.jp/search.html?q=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3+%e8%a1%a8%e6%83%85,q,アンパンマン 表情
http://gensun.org/?q=%e3%81%99%e3%82%8f%e3%82%8b,q,すわる
http://gtech.starthome.jp/type/web/page/1/?area=web-searchbox&keyword=%e3%81%82%e3%81%8b%e3%81%a1%e3%82%83%e3%82%93%e3%81%be%e3%82%93,keyword,あかちゃんまん
http://guzome.com/41446/%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3-%e3%81%86%e3%81%95%e3%81%8e.html,=HttpUtility.UrlDecode(Path.GetFileNameWithoutExtension(uri.AbsolutePath)),アンパンマン-うさぎ
http://gws.cybozu.net/?Keywords=%e3%83%8a%e3%83%b3%e3%82%ab%e3%83%98%e3%83%b3%e3%83%80%e3%83%bc,Keywords,ナンカヘンダー
http://gws.cybozu.net/?Keywords=%e3%83%8f%e3%83%ad%e3%82%a6%e3%82%a3%e3%83%b3%e3%83%9e%e3%83%b3,Keywords,ハロウィンマン
http://home.kingsoft.jp/type/web?area=web-searchbox&page=1&keyword=%e3%82%a2%e3%82%af%e3%82%a2%e3%81%a1%e3%82%83%e3%82%93&area=web-searchbox&page=1,keyword,アクアちゃん
http://home.kingsoft.jp/type/web?area=web-searchbox&page=1&keyword=%e3%82%b9%e3%83%bc%e3%83%91%e3%83%bc%e3%83%90%e3%82%a4%e3%82%ad%e3%83%b3%e3%81%9c%e3%82%93%e3%81%be%e3%81%84%e3%83%ad%e3%83%9c&area=web-searchbox&page=1,keyword,スーパーバイキンぜんまいロボ
http://i.fileseek.jp/search_image.cgi?key=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3+%e3%83%9e%e3%82%b0%e3%83%9e%e3%83%b3&style=&numitem=10&domain=&filter=0,key,アンパンマン マグマン
http://image.search.yahoo.co.jp/search?rkf=2&ei=UTF-8&gdr=1&p=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3%e3%82%ad%e3%83%a3%e3%83%a9%e3%82%af%e3%82%bf%e3%83%bc+%e3%82%84%e3%81%bf%e3%82%8b%e3%82%93%e3%82%8b%e3%82%93,p,アンパンマンキャラクター やみるんるん
http://image.search.yahoo.co.jp/search?rkf=2&ei=UTF-8&p=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3+%e3%81%99%e3%81%aa%e3%81%8a%e3%81%a8%e3%81%93,p,アンパンマン すなおとこ
http://image.search.yahoo.co.jp/search?rkf=2&ei=UTF-8&p=%e3%83%90%e3%82%a4%e3%82%ad%e3%83%b3%e4%bb%99%e4%ba%ba,p,バイキン仙人
http://images.google.co.jp/imgres?imgurl=https://tgws.plus/anpandb/image-289s&imgrefurl=https://tgws.plus/anpandb/chara-15&h=120&w=160&tbnid=6YGWixDFv3fRuM:&vet=1&q=%e3%82%84%e3%81%aa%e3%81%9b%e3%81%9f%e3%81%8b%e3%81%97:%e3%82%aa%e3%83%bc%e3%83%ad%e3%83%a9%e5%a7%ab&tbnh=74&tbnw=98&iact=rc&usg=__xtaeD7JvtPzPjgvg223vfK6Cphs=&hl=ja&ei=hXo1WKjqNYeY8QXrq4KAAw&tbm=isch&client=ds&sa=X&ved=0ahUKEwjowLWm4L7QAhUHTLwKHeuVADA4DhCtAwgfMAE,q,やなせたかし:オーロラ姫
http://images.google.co.jp/imgres?imgurl=https://tgws.plus/anpandb/pimg-00114000-00113471&imgrefurl=https://tgws.plus/anpandb/chara-150&h=169&w=120&tbnid=mhWc-PTt5HEXcM:&vet=1&q=%e3%83%aa%e3%83%a3%e3%83%b3%e3%83%a1%e3%83%b3%e3%81%95%e3%82%93&tbnh=99&tbnw=70&iact=rc&usg=__a1iaya7sfsh0sg8X5Rion9IjDFY=&hl=ja&ei=IJ0tWNGQOYWj0gTr75X4BQ&tbm=isch&client=ds&sa=X&ved=0ahUKEwjRoN-W4K_QAhWFkZQKHet3BV8QrQMIMzAL,q,リャンメンさん
http://images.search.biglobe.ne.jp/cgi-bin/search?q=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3%e3%82%a2%e3%83%ad%e3%83%9e%e3%81%a1%e3%82%83%e3%82%93&searchBtn=%e6%a4%9c%e7%b4%a2&ie=utf8&o_sf=1&o_cr=all&o_si=&o_ft=all&o_sz=all,q,アンパンマンアロマちゃん
http://images.search.biglobe.ne.jp/cgi-bin/search?start=320&q=%e3%83%8f%e3%83%b3%e3%83%90%e3%83%bc%e3%82%ac%e3%83%bc%e3%82%ad%e3%83%83%e3%83%89,q,ハンバーガーキッド
http://imagesearch.excite.co.jp/?q=%e3%83%81%e3%82%a7%e3%83%ad%e3%83%92%e3%82%ad%e3%83%bc+%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3&page=1,q,チェロヒキー アンパンマン
http://imagesearch.excite.co.jp/?search=%e3%82%84%e3%81%bf%e3%82%8b%e3%82%93%e3%82%8b%e3%82%93&look=excite-iphone_jp,search,やみるんるん
http://int.search.myway.com/search/GGmain.jhtml?searchfor=%e9%89%84%e7%81%ab%e3%81%aemakicyan&n=783A6592&p2=^Y6^xpu310^TTAB02^jp&ptb=1B3DA2A6-E408-458C-AFE2-F7052552EBD4&qs=&si=adwords-fac30abc3f838e28fb7f2d0078cc148b&ss=sub&st=tab&trs=wtt&tpr=sbt&ts=1510650286656,searchfor,鉄火のmakicyan
http://int.search.tb.ask.com/search/GGmain.jhtml?n=781b69f8&p2=^BBQ^xdm328^LAJAJP^jp&pg=GGmain&pn=1&ptb=75C02E40-7A35-4063-8173-27B7BDA39916&qs=&si=CLGon6aNrMYCFYiCvQodCKIM4Q&ss=sub&st=bar&searchfor=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3%e3%82%86%e3%81%9a%e5%a7%ab&tpr=jrel2&ots=1479520519080,searchfor,アンパンマンゆず姫
http://int.search.tb.ask.com/search/GGmain.jhtml?p2=^BBQ^xdm328^LAJAJP^jp&si=CNTT-M2b7MoCFdcSvQodO_UDyA&ptb=BBB9CF85-D3E1-4771-B419-8A1126BACCEE&ind=2016020922&n=782a09ba&st=bar&searchfor=PVD%e3%81%a8CVD%e3%81%a9%e3%81%a1%e3%82%89%e3%81%8c%e5%a4%9a%e3%81%8f%e4%bd%bf%e3%82%8f%e3%82%8c%e3%81%a6%e3%81%84%e3%82%8b%e3%81%8b%ef%bc%9f,searchfor,PVDとCVDどちらが多く使われているか？
http://isearch.babylon.com/?q=%e3%81%be%e3%81%84%e3%81%8f%e3%82%89%e3%81%be%e3%82%93%e3%81%a8&babsrc=HP_ss_din2g&s=web&as=0&ac=0&sd=1,q,まいくらまんと
http://jp.hao123.com/yahoo-search-demo-sample?query=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%81%e7%94%bb%e5%83%8f&pn=1,query,アンパンチ画像
http://jp.hao123.com/yahoo-search-demo-sample?query=%e3%82%a4%e3%83%a9%e3%82%b9%e3%83%88%e3%83%90%e3%82%a4%e3%81%8d%e3%82%93%e3%81%be%e3%82%93%e3%83%90%e3%82%a4%e3%83%90%e3%82%a4%e3%82%ad%e3%83%bc%e3%83%b3&pn=1,query,イラストバイきんまんバイバイキーン
http://jwsearch.jword.jp/search?q=%e3%82%ab%e3%83%ac%e3%83%bc%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3%e3%81%a8%e3%81%8f%e3%82%8a%e3%81%8d%e3%82%93%e3%81%a8%e3%82%93&act=image&pvs=e-start-search-box&inec=utf-8&per_page=4,q,カレーパンマンとくりきんとん
http://jwsearch.jword.jp/search?q=%e3%82%b3%e3%82%ad%e3%83%b3%e3%81%a1%e3%82%83%e3%82%93+%e7%94%bb%e5%83%8f&act=image&pvs=e-start-search-box&inec=utf-8&per_page=15,q,コキンちゃん 画像
http://kabegami10.com/101701/%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3-%e3%83%95%e3%83%a9%e3%83%b3%e3%82%b1%e3%83%b3%e3%83%ad%e3%83%9c%e3%81%8f%e3%82%93.html,=HttpUtility.UrlDecode(Path.GetFileNameWithoutExtension(uri.AbsolutePath)),アンパンマン-フランケンロボくん
http://kabukabu.me/56/%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3%e3%82%ad%e3%83%a3%e3%83%a9%e3%82%af%e3%82%bf%e3%83%bc-%e5%9b%b3%e9%91%91.html,=HttpUtility.UrlDecode(Path.GetFileNameWithoutExtension(uri.AbsolutePath)),アンパンマンキャラクター-図鑑
http://menimeni.com/51523/%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3-%e3%82%b5%e3%83%8b%e3%83%bc%e5%a7%ab.html,=HttpUtility.UrlDecode(Path.GetFileNameWithoutExtension(uri.AbsolutePath)),アンパンマン-サニー姫
http://mobss.jword.jp/search?q=%e3%81%9e%e3%81%86%e3%81%ae%e3%82%ad%e3%83%a3%e3%83%a9%e3%82%af%e3%82%bf%e3%83%bc&p=simeji&pv=&t=web&sid=,q,ぞうのキャラクター
http://mobss.jword.jp/search?q=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3+%e3%82%ab%e3%83%83%e3%83%97%e3%82%b1%e3%83%bc%e3%82%ad%e3%81%a1%e3%82%83%e3%82%93&p=infoseek&pv=&t=web&sid=,q,アンパンマン カップケーキちゃん
http://netlavis.azione.jp/search/?q=%e3%81%93%e3%81%8d%e3%82%93%e3%81%a1%e3%82%83%e3%82%93,q,こきんちゃん
http://nortonsafe.search.ask.com/web?q=%e3%81%be%e3%81%97%e3%82%85%e3%81%be%e3%82%8d%e3%81%95%e3%82%93&chn=retail&doi=&geo=JP&guid=&locale=ja_JP&o=APN10506&prt=360&ver=21&tpr=2&ts=1478750234683,q,ましゅまろさん
http://pex.jp/search?utf8=%e2%9c%93&keyword=%e3%82%a2%e3%83%b3%e3%82%b3%e3%83%a9&commit=%e6%a4%9c%e7%b4%a2,keyword,アンコラ
http://pex.jp/search?utf8=%e2%9c%93&keyword=%e3%83%a1%e3%82%b3%e3%82%a4%e3%82%b9%e3%81%a4%e3%81%bc&commit=%e6%a4%9c%e7%b4%a2,keyword,メコイスつぼ
http://realtime.search.yahoo.co.jp/search?p=%e3%81%8b%e3%81%9c%e3%81%93%e3%82%93%e3%81%93%e3%82%93&ei=UTF-8&fr=top_ga1_sa,p,かぜこんこん
http://realtime.search.yahoo.co.jp/search?p=%e5%a4%a7%e5%8f%8b%e9%be%8d%e4%b8%89%e9%83%8e&search.x=1&tid=top_ga1_sa&ei=UTF-8&aq=1&oq=%e5%a4%a7%e5%8f%8b%e3%82%8a%e3%82%85%e3%81%86&fr=top_ga1_sa,p,大友龍三郎
http://search.auone.jp/?q=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3+%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%81+%e7%94%bb%e5%83%8f&sr=0001&ie=UTF-8&lr=,q,アンパンマン アンパンチ 画像
http://search.auone.jp/?q=%e3%83%89%e3%82%ad%e3%83%b3%e3%81%a1%e3%82%83%e3%82%93&client=kddi-auone-suggest&sr=0101&ie=SJIS,q,ドキンちゃん
http://search.azby.fmworld.net/imagesearch/search?select=2&cflg=%e6%a4%9c%e7%b4%a2&q=%e3%81%bb%e3%81%9f%e3%82%8b%e5%a7%ab+%e3%81%bb%e3%81%9f%e3%82%8b%e7%8e%8b%e5%ad%90&ss=up,q,ほたる姫 ほたる王子
http://search.azby.fmworld.net/imagesearch/search?select=2&cflg=%e6%a4%9c%e7%b4%a2&q=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3%e3%81%a8%e3%82%b5%e3%83%b3%e3%82%bf%e3%81%95%e3%82%93%e3%81%b8%e3%81%ae%e6%89%8b%e7%b4%99&ss=up,q,アンパンマンとサンタさんへの手紙
http://search.azby.fmworld.net/websearch/search?select=41&ss=up&cflg=%e6%a4%9c%e7%b4%a2&chartype=&Text=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3%e3%81%a8%e3%83%9d%e3%83%83%e3%83%9d%e3%81%a1%e3%82%83%e3%82%93,Text,アンパンマンとポッポちゃん
http://search.azby.fmworld.net/websearch/search?select=41&ss=up&cflg=%e6%a4%9c%e7%b4%a2&chartype=&Text=%e3%82%ab%e3%83%bc%e3%83%93%e3%82%a3%e3%81%ae%e3%83%9c%e3%82%b9%e3%81%9f%e3%81%a1,Text,カービィのボスたち
http://search.crav-ing.com/search?q=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3+%e3%83%9d%e3%83%83%e3%83%9d%e3%83%81%e3%83%a3%e3%83%b3&mt=youtube&ienc=UTF-8&utm_source=ce1.x&utm_campaign=ce&utm_medium=explorer,q,アンパンマン ポッポチャン
http://search.crav-ing.com/search?utm_source=ce1.x&utm_campaign=ce&ienc=UTF-8&utm_medium=searchbox&q=%e3%81%b0%e3%81%84%e3%81%8d%e3%82%93%e3%81%be%e3%82%93%e3%81%a8%e3%83%84%e3%83%9c%e3%83%9f%e3%81%a1%e3%82%83%e3%82%93,q,ばいきんまんとツボミちゃん
http://search.dolphin-browser.jp/?q=%e3%82%af%e3%83%aa%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3 %e5%8b%95%e7%94%bb,q,クリアンパンマン 動画
http://search.dolphin-browser.jp/?q=%e3%83%89%e3%83%a9%e3%82%b4%e3%83%b3%e3%82%af%e3%82%a8%e3%82%b9%e3%83%8810 %e3%83%89%e3%83%af%e3%83%bc%e3%83%95 %e7%99%bb%e5%a0%b4%e3%82%ad%e3%83%a3%e3%83%a9%e3%82%af%e3%82%bf%e3%83%bc,q,ドラゴンクエスト10 ドワーフ 登場キャラクター
http://search.fenrir-inc.com/?hl=ja&channel=sleipnir_3_w&safe=off&lr=all&q=%e3%81%8a%e3%82%84%e3%81%93%e3%81%a9%e3%82%93%e3%81%a1%e3%82%83%e3%82%93,q,おやこどんちゃん
http://search.fenrir-inc.com/?hl=ja&channel=sleipnir_3_w&safe=off&lr=all&q=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3%ef%bc%a4%ef%bc%a2,q,アンパンマンＤＢ
http://search.fooooo.com/web/?q=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3+%e3%81%82%e3%81%8f%e3%81%b3%e3%81%a9%e3%82%8a+%e3%82%ad%e3%83%a3%e3%83%a9%e3%82%af%e3%82%bf%e3%83%bc+%e3%82%a4%e3%83%a9%e3%82%b9%e3%83%88&fr=_default&span=&language=,q,アンパンマン あくびどり キャラクター イラスト
http://search.fooooo.com/web/?q=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3+%e3%82%ad%e3%83%a3%e3%83%a9%e3%82%af%e3%82%bf%e3%83%bc+%e3%83%94%e3%83%bc%e3%83%9e%e3%83%b3%e3%83%88%e3%83%aa%e3%82%aa+%e3%83%94%e3%83%bc%e3%83%9e%e3%83%b3&fr=_default&span=&language=,q,アンパンマン キャラクター ピーマントリオ ピーマン
http://search.freespot.com/search?q=%e3%81%8a%e3%81%97%e3%82%93%e3%81%93%e3%81%a1%e3%82%83%e3%82%93&type=web&ref=,q,おしんこちゃん
http://search.freespot.com/search?q=%e3%81%93%e3%81%8a%e3%82%8a%e3%81%8a%e3%81%ab+%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3&type=web&ref=,q,こおりおに アンパンマン
http://search.goo.ne.jp/web.jsp?IE=UTF-8&OE=UTF-8&from=ocn_Default&PT=ocn_Default&sbd=ocn001&MT=%e7%88%86%e3%83%9c%e3%83%b3%e3%83%90%e3%83%bc%e3%83%9e%e3%83%b364,MT,爆ボンバーマン64
http://search.goo.ne.jp/web.jsp?MT=%e3%81%9d%e3%82%8c%e3%81%84%e3%81%91%ef%bc%81%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3tgws&IE=sjis&OE=UTF-8&from=myvaiotop&PT=myvaio&sbd=sony001&MD=PC,MT,それいけ！アンパンマンtgws
http://search.jiqoo.jp/search?q=%e3%81%8a%e3%82%80%e3%81%99%e3%81%b3%e3%81%be%e3%82%93%e3%81%a8%e3%81%a9%e3%81%86%e3%81%8f%e3%81%a4%e3%81%8b%e3%81%84%e3%81%98%e3%82%93&act=&ienc=UTF-8&x=0&y=0,q,おむすびまんとどうくつかいじん
http://search.jiqoo.jp/search?q=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3%e3%81%a8%e3%83%9d%e3%83%83%e3%83%9d%e3%81%a1%e3%82%83%e3%82%93&act=&ienc=UTF-8&x=0&y=0,q,アンパンマンとポッポちゃん
http://search.kawaii.aswidget.com/?Keywords=%e3%82%a2%e3%83%b3%e3%83%91%e3%83%b3%e3%83%9e%e3%83%b3%e3%81%ae%e7%94%bb%e5%83%8f&lang=&page=3&ref=snoopy01,Keywords,アンパンマンの画像
http://search.kawaii.aswidget.com/?ref=snoopy02&Keywords=%e3%83%91%e3%82%b9%e3%82%bf%e3%81%8a%e3%81%b0%e3%81%95%e3%82%93,Keywords,パスタおばさん
